Artist,Country,Streams
Mura Masa        ,nz,1191837
Snakehips        ,nz,1168555
The Vamps        ,nz,1085987
NF               ,nz,1082561
Avicii           ,nz,1038295
Adele            ,nz,980625
Sage The Gemini  ,nz,914959
NEIKED           ,nz,868053
Andy Grammer     ,nz,834967
Katy Perry       ,nz,821153
Little Mix       ,nz,820562
Martin Jensen    ,nz,795277
Machine Gun Kelly,nz,794063
Lil Pump         ,nz,793594
Migos            ,nz,785118
Rag'n'Bone Man   ,nz,774216
Eminem           ,nz,565693
Zara Larsson     ,nz,557374
Nevada           ,nz,545615
FRENSHIP         ,nz,514820
Peking Duk       ,nz,483479
Big Sean         ,nz,483284
DJ Snake         ,nz,474012
Aminé           ,nz,465324
Steve Aoki       ,nz,459646
Sam Hunt         ,nz,448218
Ariana Grande    ,nz,413523
Bebe Rexha       ,nz,412890
Robin Schulz     ,nz,395467
Justin Timberlake,nz,383212
Big Shaq         ,nz,351974
Kesha            ,nz,334681
Rae Sremmurd     ,nz,306762
Mariah Carey     ,nz,298848
John Legend      ,nz,285397
Jax Jones        ,nz,267934
Drax Project     ,nz,201639
Wham!            ,nz,199244
Pnau             ,nz,178473
                 ,nz,178078
Kings            ,nz,164727
Linkin Park      ,nz,157355
Marc E. Bassy    ,nz,155513
Michael Bublé   ,nz,150647
Miguel           ,nz,146555
Galantis         ,nz,109513
Flume            ,nz,101134
Lady Gaga        ,nz,96670
Twenty One Pilots,nz,85581
Calum Scott      ,nz,84411
Sia              ,nz,76030
Band Aid         ,nz,75876
The Pogues       ,nz,52539
DRAM             ,nz,47262
Mike Perry       ,nz,34090
John Lennon      ,nz,30465
Bing Crosby      ,nz,27534
The Jackson 5    ,nz,26543
Andy Williams    ,nz,26270
Daryl Hall & John,nz,26260
Idina Menzel     ,nz,26066
Frank Sinatra    ,nz,26065
Chris Rea        ,nz,25111
Boney M.         ,nz,24511
Elton John       ,nz,24197
Coldplay         ,nz,23347
Shakin' Stevens  ,nz,22545
Destiny's Child  ,nz,22526
The Ronettes     ,nz,22238
Brenda Lee       ,nz,21325
Nat King Cole    ,nz,20407
Tony Bennett     ,nz,19719
Burl Ives        ,nz,19602
Pretenders       ,nz,19431
Stevie Wonder    ,nz,19392
Eagles           ,nz,19068
Mark Ronson      ,nz,15316
Tom Petty        ,nz,15137
Zay Hilfigerrr   ,nz,11034
Ozuna            ,pa,3500910
J Balvin         ,pa,2977473
Wisin            ,pa,1626545
Bad Bunny        ,pa,1375734
Luis Fonsi       ,pa,1336966
Danny Ocean      ,pa,1280634
Maluma           ,pa,1243980
Nacho            ,pa,1242075
Nicky Jam        ,pa,1168021
Chris Jeday      ,pa,1109878
Ed Sheeran       ,pa,1097091
CNCO             ,pa,1039330
Piso 21          ,pa,1023833
Anuel Aa         ,pa,985681
Farruko          ,pa,980440
Daddy Yankee     ,pa,971811
Carlos Vives     ,pa,793598
Romeo Santos     ,pa,774970
Shakira          ,pa,774692
Manuel Turizo    ,pa,747993
Sebastian Yatra  ,pa,719781
Zion & Lennox    ,pa,635000
Becky G          ,pa,621111
Joey Montana     ,pa,614249
DJ Khaled        ,pa,599734
Yandel           ,pa,570022
Alex Sensation   ,pa,537304
Natti Natasha    ,pa,523751
French Montana   ,pa,502280
MC Kevinho       ,pa,460272
Don Omar         ,pa,433046
Karol G          ,pa,410425
Enrique Iglesias ,pa,400394
Abraham Mateo    ,pa,398119
Jason Derulo     ,pa,390704
Camila Cabello   ,pa,378315
The Chainsmokers ,pa,356860
Dua Lipa         ,pa,344020
Pitbull          ,pa,332776
Maroon 5         ,pa,322025
David Guetta     ,pa,307151
Post Malone      ,pa,306974
ZAYN             ,pa,286745
Charlie Puth     ,pa,252262
Kygo             ,pa,249830
Calvin Harris    ,pa,249508
Cali Y El Dandee ,pa,235869
Jesse & Joy      ,pa,234851
Sam Smith        ,pa,233822
Bruno Mars       ,pa,221638
Rvssian          ,pa,216906
Silvestre Dangond,pa,184279
Selena Gomez     ,pa,184146
Revol            ,pa,183126
Ricky Martin     ,pa,169070
Zedd             ,pa,164658
Martin Garrix    ,pa,163794
Clean Bandit     ,pa,140818
Lil Pump         ,pa,136939
Anitta           ,pa,119941
Jory Boy         ,pa,119589
Drake            ,pa,117705
Justin Bieber    ,pa,116796
Valentino        ,pa,107774
Taylor Swift     ,pa,100755
DJ Jonathan      ,pa,85629
DJ Snake         ,pa,84643
Reik             ,pa,83731
Arcangel         ,pa,83373
The Weeknd       ,pa,74816
IAmChino         ,pa,60274
Shawn Mendes     ,pa,59966
De La Ghetto     ,pa,51981
Chino & Nacho    ,pa,48626
Miley Cyrus      ,pa,46810
Xantos           ,pa,36335
Katy Perry       ,pa,36090
Bryant Myers     ,pa,34477
Brytiago         ,pa,17144
Linkin Park      ,pa,17086
Villanosam       ,pa,16835
Charly Black     ,pa,16755
Major Lazer      ,pa,15645
MC Fioti         ,pa,15162
Afro Bros        ,pa,14243
Harry Styles     ,pa,12695
Burna Boy        ,pa,12407
Kendrick Lamar   ,pa,10489
                 ,pa,8099
Juan Magán      ,pa,6351
Prince Royce     ,pa,4879
Ariana Grande    ,pa,2830
Sia              ,pa,2481
Jacob Forever    ,pa,2452
Mike Posner      ,pa,2447
Twenty One Pilots,pa,2315
Rae Sremmurd     ,pa,2159
J Balvin         ,pe,5359440
Wisin            ,pe,2910546
Maluma           ,pe,2597549
Nicky Jam        ,pe,2502816
CNCO             ,pe,2397478
Luis Fonsi       ,pe,2389280
Danny Ocean      ,pe,2328195
Ozuna            ,pe,2314599
Piso 21          ,pe,2235252
Farruko          ,pe,2178066
Manuel Turizo    ,pe,2084974
Shakira          ,pe,2022707
Nacho            ,pe,1932570
Sebastian Yatra  ,pe,1737731
Ed Sheeran       ,pe,1666798
Daddy Yankee     ,pe,1560259
Carlos Vives     ,pe,1560110
Zion & Lennox    ,pe,1417275
Anuel Aa         ,pe,1404697
Chris Jeday      ,pe,1387935
Becky G          ,pe,1382964
Los 4            ,pe,1128313
Bad Bunny        ,pe,1079204
Chino & Nacho    ,pe,811955
Karol G          ,pe,770234
IAmChino         ,pe,736991
Pitbull          ,pe,658098
Enrique Iglesias ,pe,649151
Maite Perroni    ,pe,638912
Abraham Mateo    ,pe,632714
Bruno Mars       ,pe,603456
Calvin Harris    ,pe,587138
Romeo Santos     ,pe,557833
Ricky Martin     ,pe,524200
Jason Derulo     ,pe,498291
Prince Royce     ,pe,494172
Yandel           ,pe,485216
Felipe Peláez   ,pe,466083
Lil Silvio & El V,pe,441223
Natti Natasha    ,pe,436354
Charlie Puth     ,pe,433614
The Chainsmokers ,pe,414938
Alex Sensation   ,pe,406594
DJ Snake         ,pe,401605
The Weeknd       ,pe,375785
Don Omar         ,pe,366693
Dua Lipa         ,pe,365802
Vicky Corbacho   ,pe,342547
Joey Montana     ,pe,320161
Taylor Swift     ,pe,271198
Cosculluela      ,pe,259475
Clean Bandit     ,pe,259295
Reik             ,pe,228088
Thalía          ,pe,225906
Maroon 5         ,pe,215396
Charly Black     ,pe,203950
Jesse & Joy      ,pe,202129
Drake            ,pe,195367
Martin Garrix    ,pe,191936
Kygo             ,pe,176681
Camila Cabello   ,pe,148721
Cali Y El Dandee ,pe,139625
Valentino        ,pe,124707
Ariana Grande    ,pe,122073
De La Ghetto     ,pe,114589
Major Lazer      ,pe,97688
Katy Perry       ,pe,84257
Gente De Zona    ,pe,79031
Shawn Mendes     ,pe,75951
Mike Posner      ,pe,61200
Justin Timberlake,pe,56974
Anitta           ,pe,48220
Juanes           ,pe,48191
Twenty One Pilots,pe,43678
ZAYN             ,pe,38682
Víctor Manuelle ,pe,38552
David Guetta     ,pe,20841
DNCE             ,pe,20059
Ed Sheeran       ,ph,41413768
The Chainsmokers ,ph,26722262
Bruno Mars       ,ph,24774327
Moira Dela Torre ,ph,24357482
Jonas Blue       ,ph,22239858
DJ Khaled        ,ph,17626823
Charlie Puth     ,ph,17300252
Clean Bandit     ,ph,16596231
Hailee Steinfeld ,ph,16323567
James Arthur     ,ph,15959878
Luis Fonsi       ,ph,15556944
Sam Smith        ,ph,14875742
Martin Garrix    ,ph,14724094
Maroon 5         ,ph,14659830
Camila Cabello   ,ph,14498647
LANY             ,ph,14459141
Lauv             ,ph,14362072
Khalid           ,ph,14222173
Liam Payne       ,ph,12905470
Niall Horan      ,ph,12881594
Inigo Pascual    ,ph,11811248
ZAYN             ,ph,10991884
Dua Lipa         ,ph,10818601
Maggie Lindemann ,ph,10513801
Shawn Mendes     ,ph,10157303
Imagine Dragons  ,ph,9980436
Up Dharma Down   ,ph,9153170
Taylor Swift     ,ph,9008380
Demi Lovato      ,ph,8824424
Louis Tomlinson  ,ph,8556684
KZ Tandingan     ,ph,8500157
Selena Gomez     ,ph,8446860
Kaye Cal         ,ph,8213073
Kygo             ,ph,7551301
Andy Grammer     ,ph,7516920
Sud              ,ph,7419878
Cheat Codes      ,ph,7266806
Calvin Harris    ,ph,7252045
Bebe Rexha       ,ph,6788921
Mark Carpio      ,ph,6613136
Jason Derulo     ,ph,6545093
DJ Snake         ,ph,6516315
Zedd             ,ph,6355329
Silent Sanctuary ,ph,5812417
David Guetta     ,ph,5796537
Avicii           ,ph,5593228
Rita Ora         ,ph,5511236
Little Mix       ,ph,5338391
Post Malone      ,ph,5256664
Lady Gaga        ,ph,5125356
Marshmello       ,ph,4856532
Alessia Cara     ,ph,4719351
G-Eazy           ,ph,4214112
Isaiah           ,ph,4124541
Fifth Harmony    ,ph,3794450
Daya             ,ph,3722601
Starley          ,ph,3378869
NF               ,ph,2978436
The Weeknd       ,ph,2891453
Ariana Grande    ,ph,2868726
Justin Bieber    ,ph,2735929
Major Lazer      ,ph,2655814
Machine Gun Kelly,ph,2635256
The Vamps        ,ph,2621609
Michael Pangilina,ph,2462859
Kendrick Lamar   ,ph,2167051
Julia Michaels   ,ph,2163369
Steve Aoki       ,ph,2069779
Luke Christopher ,ph,1745338
Logic            ,ph,1743842
Dawin            ,ph,1733726
AJR              ,ph,1679330
Shawn Hook       ,ph,1548499
Halsey           ,ph,1434198
Drake            ,ph,1184033
Justin Timberlake,ph,1054809
Troye Sivan      ,ph,992579
BTS              ,ph,978552
gnash            ,ph,974582
Jon Bellion      ,ph,865161
Marc E. Bassy    ,ph,720973
Linkin Park      ,ph,716641
Mariah Carey     ,ph,676075
John Legend      ,ph,649393
O.C. Dawgs       ,ph,589854
                 ,ph,584109
Eminem           ,ph,549545
Miley Cyrus      ,ph,513070
Cashmere Cat     ,ph,512757
Snakehips        ,ph,465556
Harry Styles     ,ph,434689
Zay Hilfigerrr   ,ph,340147
Katy Perry       ,ph,327708
Mike Perry       ,ph,290411
Macklemore       ,ph,225159
Rae Sremmurd     ,ph,132236
Vice             ,ph,112273
J Balvin         ,ph,109057
James Reid       ,ph,108650
Coldplay         ,ph,49034
Ed Sheeran       ,pl,19729237
Imagine Dragons  ,pl,10047296
Quebonafide      ,pl,7773931
The Chainsmokers ,pl,7250837
Taco Hemingway   ,pl,6638298
ZAYN             ,pl,5388410
Luis Fonsi       ,pl,5381906
Kygo             ,pl,4872793
Clean Bandit     ,pl,4510321
Calvin Harris    ,pl,4335607
Charlie Puth     ,pl,4015656
Axwell /\ Ingross,pl,3810762
Maroon 5         ,pl,3765238
Martin Garrix    ,pl,3518102
Post Malone      ,pl,3468837
Camila Cabello   ,pl,3462247
Shawn Mendes     ,pl,3219280
DJ Khaled        ,pl,3151694
Kendrick Lamar   ,pl,3103254
Dua Lipa         ,pl,2986313
Avicii           ,pl,2901039
Selena Gomez     ,pl,2827089
J Balvin         ,pl,2440870
The Weeknd       ,pl,2376764
Zedd             ,pl,2360621
Jonas Blue       ,pl,2330361
Lil Uzi Vert     ,pl,2296597
Ofenbach         ,pl,2246086
Robin Schulz     ,pl,2226449
David Guetta     ,pl,2201172
French Montana   ,pl,2118202
Jason Derulo     ,pl,2090348
Katy Perry       ,pl,2013341
Julia Michaels   ,pl,1976243
Portugal. The Man,pl,1925526
Major Lazer      ,pl,1852688
Otsochodzi       ,pl,1842218
Cheat Codes      ,pl,1776301
Taylor Swift     ,pl,1769822
Harry Styles     ,pl,1758854
Sam Smith        ,pl,1741810
Future           ,pl,1739232
Justin Bieber    ,pl,1703510
Niall Horan      ,pl,1661868
Liam Payne       ,pl,1645948
Drake            ,pl,1614894
Bruno Mars       ,pl,1595376
Marshmello       ,pl,1577223
Macklemore       ,pl,1532916
Jax Jones        ,pl,1483149
Demi Lovato      ,pl,1376688
Rita Ora         ,pl,1368750
Logic            ,pl,1309337
Martin Jensen    ,pl,1284899
Maggie Lindemann ,pl,1260718
Louis Tomlinson  ,pl,1199633
Lil Pump         ,pl,1189166
Mariah Carey     ,pl,1141200
AronChupa        ,pl,1109672
P!nk             ,pl,1067044
Young Multi      ,pl,1021289
G-Eazy           ,pl,965211
Lauv             ,pl,948287
Ariana Grande    ,pl,945949
Deemz            ,pl,888593
Kokab            ,pl,874183
Wham!            ,pl,865048
Halsey           ,pl,856624
NF               ,pl,849864
James Arthur     ,pl,839508
AJR              ,pl,818356
Burak Yeter      ,pl,810290
Alessia Cara     ,pl,804466
The Vamps        ,pl,794743
Rag'n'Bone Man   ,pl,768274
Enrique Iglesias ,pl,764248
Miley Cyrus      ,pl,749836
Hailee Steinfeld ,pl,748626
XXXTENTACION     ,pl,747453
OneRepublic      ,pl,730215
KYLE             ,pl,666492
Lorde            ,pl,658360
Jon Bellion      ,pl,646694
Steve Aoki       ,pl,635415
Alice Merton     ,pl,630733
Białas          ,pl,629890
Shakin' Stevens  ,pl,583051
Khalid           ,pl,564156
Bebe Rexha       ,pl,514587
Lil Peep         ,pl,495270
JP Cooper        ,pl,487403
Sia              ,pl,484937
Daryl Hall & John,pl,479504
Alan Walker      ,pl,476897
Andy Williams    ,pl,467748
Chris Rea        ,pl,457942
Lady Gaga        ,pl,435592
DJ Snake         ,pl,404376
Lord Huron       ,pl,398121
Michael Bublé   ,pl,378917
Twenty One Pilots,pl,366503
Rihanna          ,pl,365627
Welshly Arms     ,pl,341043
Eminem           ,pl,328392
Little Mix       ,pl,322678
Lana Del Rey     ,pl,321183
Machine Gun Kelly,pl,310748
Sage The Gemini  ,pl,289947
Olivia Holt      ,pl,283377
Frank Sinatra    ,pl,280339
Linkin Park      ,pl,269675
Snakehips        ,pl,268441
Zara Larsson     ,pl,267613
Alok             ,pl,257281
Rae Sremmurd     ,pl,255279
Band Aid         ,pl,252812
Kylie Minogue    ,pl,247737
Petit Biscuit    ,pl,244217
                 ,pl,225127
Coldplay         ,pl,219482
Dean Martin      ,pl,204487
Felix Jaehn      ,pl,192223
Migos            ,pl,185313
Melanie Thornton ,pl,182320
John Lennon      ,pl,179778
Shakira          ,pl,178883
Paul McCartney   ,pl,170712
Cliff Richard    ,pl,167074
Stanisław Soyka ,pl,160985
Brenda Lee       ,pl,158621
The Ronettes     ,pl,156742
Britney Spears   ,pl,154012
Maciej Zielinski ,pl,137321
John Legend      ,pl,126657
Sigala           ,pl,116711
Idina Menzel     ,pl,114790
Moon Taxi        ,pl,112349
Perry Como       ,pl,110727
Vice             ,pl,101564
Lil Wayne        ,pl,100283
Bedoes           ,pl,99978
José Feliciano  ,pl,98631
Margaret         ,pl,96118
Ryan Gosling     ,pl,91494
Adele            ,pl,85859
BTS              ,pl,85450
Queen            ,pl,84733
Childish Gambino ,pl,79705
Kungs            ,pl,77310
Justin Timberlake,pl,63459
Tom Petty and the,pl,62660
Slade            ,pl,61313
Skaldowie        ,pl,58411
Cashmere Cat     ,pl,57106
Macy Gray        ,pl,56615
Kayah            ,pl,56286
Kiiara           ,pl,52314
Travis Scott     ,pl,50817
Macklemore & Ryan,pl,50806
Paluch           ,pl,46666
Robin Thicke     ,pl,44015
Mark Ronson      ,pl,41450
Ryszard Rynkowski,pl,39590
DNCE             ,pl,39585
OutKast          ,pl,37210
La La Land Cast  ,pl,37166
Big Shaq         ,pl,34760
The Black Eyed Pe,pl,33964
Beyoncé         ,pl,32819
Michael Jackson  ,pl,32664
GOLEC UORKIESTRA ,pl,31737
Aaron Carter     ,pl,31246
Jennifer Lopez   ,pl,30819
Rafał Borzozowsk,pl,30591
Stromae          ,pl,29821
Sławomir        ,pl,29773
Katarzyna Cerekwi,pl,29289
WALK THE MOON    ,pl,29079
Pentatonix       ,pl,28819
Icona Pop        ,pl,28553
Zbigniew Preisner,pl,28290
Natalia Kukulska ,pl,28273
Edyta Gorniak    ,pl,27045
Deorro           ,pl,26859
Duke Dumont      ,pl,26488
Throttle         ,pl,26464
Pretenders       ,pl,26287
James Brown & The,pl,25772
Stanaj           ,pl,23411
Phil Spector     ,pl,22433
Mykola Dmytrovych,pl,22244
Kortez           ,pl,15391
Blanche          ,pl,14139
ItaloBrothers    ,pl,13097
Ian Erix         ,pl,12740
Kristian Kostov  ,pl,12673
Salvador Sobral  ,pl,12254
Sunstroke Project,pl,11700
Ed Sheeran       ,pt,4824389
Luis Fonsi       ,pt,2327158
The Chainsmokers ,pt,2200409
Piruka           ,pt,2090335
Post Malone      ,pt,1727808
The Weeknd       ,pt,1646386
Drake            ,pt,1575102
ZAYN             ,pt,1561211
Maroon 5         ,pt,1288453
Clean Bandit     ,pt,1285549
Martin Garrix    ,pt,1205880
Kendrick Lamar   ,pt,1186642
Major Lazer      ,pt,1135140
Imagine Dragons  ,pt,1133023
Charlie Puth     ,pt,981391
Shawn Mendes     ,pt,973409
Kygo             ,pt,952952
Calvin Harris    ,pt,947460
Camila Cabello   ,pt,867917
DJ Khaled        ,pt,857283
Bruno Mars       ,pt,822488
Shakira          ,pt,803992
French Montana   ,pt,783217
James Arthur     ,pt,687827
Dua Lipa         ,pt,597181
MC Kevinho       ,pt,572002
Logic            ,pt,547820
Zedd             ,pt,544946
Maluma           ,pt,544180
Selena Gomez     ,pt,542057
J Balvin         ,pt,524559
Jason Derulo     ,pt,522276
Lil Uzi Vert     ,pt,517935
Starley          ,pt,504197
MC G15           ,pt,489165
Matias Damásio  ,pt,487735
DJ Snake         ,pt,473811
Marshmello       ,pt,467124
Julia Michaels   ,pt,442064
Virgul           ,pt,435960
Alessia Cara     ,pt,434962
Danny Ocean      ,pt,429595
Sam Smith        ,pt,426343
Richie Campbell  ,pt,423562
Rag'n'Bone Man   ,pt,423359
Steve Aoki       ,pt,407217
Future           ,pt,399826
Enrique Iglesias ,pt,396608
Hailee Steinfeld ,pt,394710
Martin Jensen    ,pt,388059
Wet Bed Gang     ,pt,367908
Anitta           ,pt,362419
Lil Pump         ,pt,360020
John Legend      ,pt,359818
Jonas Blue       ,pt,342752
Machine Gun Kelly,pt,339656
XXXTENTACION     ,pt,339251
Alok             ,pt,326859
Portugal. The Man,pt,319502
NF               ,pt,315634
Harry Styles     ,pt,313151
G-Eazy           ,pt,307373
Cheat Codes      ,pt,303434
David Guetta     ,pt,294629
Katy Perry       ,pt,293021
Justin Bieber    ,pt,279981
Demi Lovato      ,pt,267221
Diogo Piçarra   ,pt,260893
Avicii           ,pt,254876
Deejay Telio     ,pt,232406
Carlos Vives     ,pt,230626
CNCO             ,pt,230619
Holly Hood       ,pt,228422
Jax Jones        ,pt,224322
Ariana Grande    ,pt,222884
Liam Payne       ,pt,222006
Salvador Sobral  ,pt,216397
Robin Schulz     ,pt,214563
Migos            ,pt,198344
Khalid           ,pt,196183
21 Savage        ,pt,193252
Zara Larsson     ,pt,192383
Lhast            ,pt,186395
Calum Scott      ,pt,184481
Bebe Rexha       ,pt,180351
P!nk             ,pt,177909
Taylor Swift     ,pt,172762
Macklemore       ,pt,169648
Eminem           ,pt,166181
Rae Sremmurd     ,pt,165585
Miley Cyrus      ,pt,164151
Twenty One Pilots,pt,148899
Lorde            ,pt,141216
Axwell /\ Ingross,pt,139338
The Vamps        ,pt,124869
Halsey           ,pt,121314
Carolina Deslande,pt,120296
Lady Gaga        ,pt,116744
Louis Tomlinson  ,pt,96404
Mariah Carey     ,pt,93206
Childish Gambino ,pt,80323
Justin Timberlake,pt,76958
Rihanna          ,pt,73060
AJR              ,pt,70401
Ludmilla         ,pt,59513
Karetus          ,pt,47437
Niall Horan      ,pt,45258
Anavitória      ,pt,42798
Sia              ,pt,34409
Mike Posner      ,pt,31493
Lord Huron       ,pt,24667
Regula           ,pt,24222
Lil Wayne        ,pt,21918
D.A.M.A.         ,pt,20394
gnash            ,pt,20256
Fifth Harmony    ,pt,19838
Wham!            ,pt,9603
Lana Del Rey     ,pt,8108
Cashmere Cat     ,pt,7735
Frank Sinatra    ,pt,7723
Michael Bublé   ,pt,7081
Rita Ora         ,pt,6821
Elvis Presley    ,pt,5373
Band Aid         ,pt,4930
Ozuna            ,py,2646375
J Balvin         ,py,2083884
Wisin            ,py,1480849
Piso 21          ,py,1355850
Danny Ocean      ,py,1325719
Anuel Aa         ,py,1304227
Luis Fonsi       ,py,1252244
Maluma           ,py,1217764
Nicky Jam        ,py,1128042
Yandel           ,py,1078665
CNCO             ,py,1034913
Bad Bunny        ,py,981134
Farruko          ,py,965042
Daddy Yankee     ,py,931837
Ed Sheeran       ,py,840520
Chris Jeday      ,py,719662
Sebastian Yatra  ,py,703930
Shakira          ,py,700293
Nacho            ,py,671674
Zion & Lennox    ,py,649417
MC Kevinho       ,py,640448
The Chainsmokers ,py,585731
Natti Natasha    ,py,582524
Don Omar         ,py,528488
Carlos Vives     ,py,515007
Manuel Turizo    ,py,491944
Alex Sensation   ,py,454054
Becky G          ,py,438090
Romeo Santos     ,py,433709
MC G15           ,py,389864
Enrique Iglesias ,py,383972
IAmChino         ,py,305602
Karol G          ,py,300156
El Nene La amenaz,py,292166
Xantos           ,py,290042
Joey Montana     ,py,288269
Gigolo Y La Exce ,py,260709
Reik             ,py,258868
Dua Lipa         ,py,249760
Charly Black     ,py,241339
Bruno Mars       ,py,234987
Martin Garrix    ,py,231882
Pitbull          ,py,220975
Valentino        ,py,220629
Ricky Martin     ,py,216374
Abraham Mateo    ,py,212813
Jerry Smith      ,py,208706
Clean Bandit     ,py,203897
Kchiporros       ,py,183830
Imagine Dragons  ,py,167401
MC Fioti         ,py,165304
Camila Cabello   ,py,165249
DJ Snake         ,py,163503
Cosculluela      ,py,158817
Jason Derulo     ,py,156875
Kygo             ,py,152304
Anitta           ,py,140995
Carlos Baute     ,py,140394
CHANO            ,py,137233
Bonny Lovy       ,py,136878
Dennis DJ        ,py,132100
Post Malone      ,py,125482
ZAYN             ,py,118364
Chino & Nacho    ,py,117507
Calvin Harris    ,py,115976
Jacob Forever    ,py,107082
Maroon 5         ,py,98459
Brytiago         ,py,88641
Major Lazer      ,py,69044
The Weeknd       ,py,68355
Twenty One Pilots,py,67252
David Guetta     ,py,57972
Taylor Swift     ,py,52681
Ariana Grande    ,py,47483
Katy Perry       ,py,42171
Drake            ,py,41109
MC Jhowzinho e MC,py,30100
Mike Posner      ,py,28718
Shawn Mendes     ,py,23713
Aldair Playboy   ,py,16524
Wolfine          ,py,15223
Sia              ,py,7528
Alan Walker      ,py,7474
Thalía          ,py,5322
Lil Pump         ,py,4512
DJ Jonathan      ,py,4089
Em Rossi         ,py,2760
Cali Y El Dandee ,py,2498
Ed Sheeran       ,sg,24473258
The Chainsmokers ,sg,16866342
Charlie Puth     ,sg,7892834
Martin Garrix    ,sg,7678996
ZAYN             ,sg,7590584
Kygo             ,sg,7246906
Maroon 5         ,sg,7096543
Clean Bandit     ,sg,6984561
Luis Fonsi       ,sg,6774939
Camila Cabello   ,sg,6072475
James Arthur     ,sg,5954141
Bruno Mars       ,sg,5584162
Sam Smith        ,sg,4814269
Imagine Dragons  ,sg,4760702
Hailee Steinfeld ,sg,4736104
Jonas Blue       ,sg,4473155
Dua Lipa         ,sg,4234179
Shawn Mendes     ,sg,4100129
Alan Walker      ,sg,4001024
Selena Gomez     ,sg,3985283
Avicii           ,sg,3925586
Calvin Harris    ,sg,3870380
BTS              ,sg,3681297
DJ Khaled        ,sg,3662356
Lauv             ,sg,3647886
Khalid           ,sg,3492217
The Weeknd       ,sg,3254338
Marshmello       ,sg,3198055
Zedd             ,sg,3189578
Louis Tomlinson  ,sg,3060077
Taylor Swift     ,sg,3026142
Axwell /\ Ingross,sg,3007231
David Guetta     ,sg,2969995
Post Malone      ,sg,2911736
Liam Payne       ,sg,2887798
Niall Horan      ,sg,2884382
Demi Lovato      ,sg,2602593
DJ Snake         ,sg,2581949
Alessia Cara     ,sg,2467924
Cheat Codes      ,sg,2332894
Maggie Lindemann ,sg,2278684
Rita Ora         ,sg,2214309
Major Lazer      ,sg,2172811
Macklemore       ,sg,2065284
Starley          ,sg,2051058
Julia Michaels   ,sg,2044189
Machine Gun Kelly,sg,2013542
Justin Bieber    ,sg,1915042
G-Eazy           ,sg,1843234
The Vamps        ,sg,1719172
NF               ,sg,1690579
Logic            ,sg,1638981
Drake            ,sg,1596251
Kendrick Lamar   ,sg,1585174
Jason Derulo     ,sg,1519909
Martin Jensen    ,sg,1392899
Steve Aoki       ,sg,1386232
OneRepublic      ,sg,1378514
Bebe Rexha       ,sg,1202388
French Montana   ,sg,1199779
AJR              ,sg,1142518
Halsey           ,sg,1108266
Daya             ,sg,1107292
LANY             ,sg,1071319
BLACKPINK        ,sg,1040261
Ariana Grande    ,sg,976490
J Balvin         ,sg,969249
Jon Bellion      ,sg,956243
Eric Chou        ,sg,951992
Lady Gaga        ,sg,922456
Coldplay         ,sg,922252
Katy Perry       ,sg,912947
Harry Styles     ,sg,908367
Future           ,sg,849824
Chanyeol         ,sg,803776
P!nk             ,sg,787090
Lil Pump         ,sg,779753
Petit Biscuit    ,sg,734513
Snakehips        ,sg,668511
Portugal. The Man,sg,662413
Shawn Hook       ,sg,661808
JP Cooper        ,sg,638631
Little Mix       ,sg,629556
Robin Schulz     ,sg,599587
John Legend      ,sg,589856
Fifth Harmony    ,sg,587391
Zara Larsson     ,sg,571062
Lil Uzi Vert     ,sg,558636
Lorde            ,sg,552782
Isaiah           ,sg,524693
Eminem           ,sg,497742
Olivia Holt      ,sg,470496
Alok             ,sg,448207
Mike Perry       ,sg,436747
JJ Lin           ,sg,399903
Big Shaq         ,sg,395190
Cashmere Cat     ,sg,384147
Cash Cash        ,sg,372994
Mariah Carey     ,sg,300142
Justin Timberlake,sg,290947
Miley Cyrus      ,sg,242929
Luke Christopher ,sg,203911
BIGBANG          ,sg,200488
Sia              ,sg,184516
Kiiara           ,sg,164699
Jay Chou         ,sg,125563
Twenty One Pilots,sg,115550
Cardi B          ,sg,104338
Mike Posner      ,sg,99551
Linkin Park      ,sg,94365
Red Velvet       ,sg,94128
Rae Sremmurd     ,sg,70011
Nevada           ,sg,53473
Crush            ,sg,49131
Wham!            ,sg,45008
Andy Williams    ,sg,32558
Childish Gambino ,sg,27140
EXO              ,sg,26490
Bing Crosby      ,sg,24713
Zac Efron        ,sg,23934
Bobby Helms      ,sg,15268
Michael Bublé   ,sg,15215
Trouze           ,sg,14655
Frank Sinatra    ,sg,14601
Brenda Lee       ,sg,14243
Lana Del Rey     ,sg,13787
Band Aid         ,sg,12652
Burl Ives        ,sg,12431
陳潔儀        ,sg,12406
Ed Sheeran       ,sk,383930
Imagine Dragons  ,sk,274055
The Chainsmokers ,sk,189962
Kygo             ,sk,161940
Post Malone      ,sk,148746
Luis Fonsi       ,sk,142878
Camila Cabello   ,sk,128544
Maroon 5         ,sk,122793
ZAYN             ,sk,117917
Ego              ,sk,115346
Clean Bandit     ,sk,113701
Calvin Harris    ,sk,109581
Martin Garrix    ,sk,109530
Axwell /\ Ingross,sk,102168
Selena Gomez     ,sk,99567
DJ Khaled        ,sk,92978
Avicii           ,sk,83834
Charlie Puth     ,sk,80251
Lauv             ,sk,79833
Dua Lipa         ,sk,74119
Pil C            ,sk,73126
Zedd             ,sk,71063
Shawn Mendes     ,sk,70574
