Artist,Country,Streams
Daniel Okas      ,fi,22106
Club For Five    ,fi,21890
Egotrippi        ,fi,21051
Pykäri          ,fi,20988
Lauri Tähkä    ,fi,19882
Jarkko Ahola     ,fi,19744
Niska            ,fr,55884758
Damso            ,fr,46094386
Ninho            ,fr,41591484
Booba            ,fr,40757187
Orelsan          ,fr,37297007
Ed Sheeran       ,fr,27506653
Lacrim           ,fr,14960325
Dadju            ,fr,10760932
PNL              ,fr,10603106
Luis Fonsi       ,fr,10492235
Kalash           ,fr,10270087
Calvin Harris    ,fr,10209323
Nekfeu           ,fr,10084262
Kaaris           ,fr,9435134
Imagine Dragons  ,fr,8939584
ZAYN             ,fr,8696526
French Montana   ,fr,8438486
Clean Bandit     ,fr,8004245
Sofiane          ,fr,7985268
Hornet La Frappe ,fr,7750376
The Chainsmokers ,fr,7373889
Camila Cabello   ,fr,7314143
Post Malone      ,fr,7279754
DJ Khaled        ,fr,7268318
Jul              ,fr,7018422
Ofenbach         ,fr,7010802
Maroon 5         ,fr,6885257
Sadek            ,fr,6874671
Siboy            ,fr,6780675
The Weeknd       ,fr,6744344
Macklemore       ,fr,6639776
Kygo             ,fr,6290054
Lartiste         ,fr,6010722
MHD              ,fr,5750502
Starley          ,fr,5617187
Shawn Mendes     ,fr,5442523
Martin Garrix    ,fr,5260085
Alonzo           ,fr,5226675
Dua Lipa         ,fr,5127523
Major Lazer      ,fr,4835323
SCH              ,fr,4688962
Future           ,fr,4684150
Petit Biscuit    ,fr,4500447
Rag'n'Bone Man   ,fr,4424597
Drake            ,fr,4235879
Jason Derulo     ,fr,3701633
Charlie Puth     ,fr,3623758
J Balvin         ,fr,3596042
Zedd             ,fr,3549798
Lil Pump         ,fr,3529285
Vianney          ,fr,3362531
Burak Yeter      ,fr,3333448
Jax Jones        ,fr,3240301
David Guetta     ,fr,3213799
Jonas Blue       ,fr,3158832
Axwell /\ Ingross,fr,3150285
Portugal. The Man,fr,3145395
Shakira          ,fr,3131056
Lorenzo          ,fr,3128400
KeBlack          ,fr,3085059
Bigflo & Oli     ,fr,3074043
Martin Solveig   ,fr,2968390
Mister V         ,fr,2875145
Twenty One Pilots,fr,2692524
Djadja & Dinaz   ,fr,2598018
Kendrick Lamar   ,fr,2553947
Johnny Hallyday  ,fr,2469647
Benash           ,fr,2341974
NF               ,fr,2277213
James Arthur     ,fr,2263377
Loïc Nottet     ,fr,2208646
Dosseh           ,fr,2037678
Kaleo            ,fr,2011721
Ødyssey         ,fr,1982915
Boostee          ,fr,1981072
Sean Paul        ,fr,1958268
Katy Perry       ,fr,1875856
Julia Michaels   ,fr,1859910
Selena Gomez     ,fr,1832736
Sia              ,fr,1795287
Eminem           ,fr,1775071
P!nk             ,fr,1751591
Enrique Iglesias ,fr,1704854
Maggie Lindemann ,fr,1624713
Kungs            ,fr,1516799
Feder            ,fr,1447490
Maître Gims     ,fr,1431495
John Legend      ,fr,1387161
Aya Nakamura     ,fr,1367566
Avicii           ,fr,1332403
Bruno Mars       ,fr,1161394
Møme            ,fr,1146103
Robin Schulz     ,fr,1130002
Taylor Swift     ,fr,1021381
DJ Snake         ,fr,986815
Sam Smith        ,fr,882561
NEIKED           ,fr,783779
Rae Sremmurd     ,fr,770233
MØ              ,fr,706949
Alok             ,fr,649677
Rilès           ,fr,632858
Martin Jensen    ,fr,605935
Justin Bieber    ,fr,589313
G-Eazy           ,fr,577788
Gradur           ,fr,503584
Mike Perry       ,fr,502388
Liam Payne       ,fr,446082
Naïve New Beater,fr,440414
Mariah Carey     ,fr,440358
Marshmello       ,fr,397521
Cheat Codes      ,fr,390612
Soprano          ,fr,344657
A R I Z O N A    ,fr,283254
Steve Aoki       ,fr,267198
Alice Merton     ,fr,249202
FRENSHIP         ,fr,230582
Harry Styles     ,fr,227258
Demi Lovato      ,fr,226324
Danny Ocean      ,fr,215574
Columbine        ,fr,195370
DJ Sem           ,fr,144229
Mike Posner      ,fr,140884
Zara Larsson     ,fr,138434
Macklemore & Ryan,fr,133782
OutKast          ,fr,128265
Justin Timberlake,fr,119843
Walid Sevran     ,fr,116337
"Earth, Wind & Fir",fr,111470
OMI              ,fr,108494
Joel Adams       ,fr,103871
Linkin Park      ,fr,103110
Gnarls Barkley   ,fr,101133
The Black Eyed Pe,fr,100311
Bee Gees         ,fr,100252
gnash            ,fr,99645
Pharrell Williams,fr,99215
Marian Hill      ,fr,99147
The Strumbellas  ,fr,92482
Medine           ,fr,91600
Beyoncé         ,fr,90979
Britney Spears   ,fr,90798
Indochine        ,fr,87747
Eurythmics       ,fr,85924
Michael Jackson  ,fr,85609
Duck Sauce       ,fr,84822
Wham!            ,fr,79277
AM               ,fr,71754
ALP              ,fr,63319
Frank Sinatra    ,fr,61396
The Drifters     ,fr,55437
Michael Bublé   ,fr,55136
MC Fioti         ,fr,54968
Ariana Grande    ,fr,51658
Lady Gaga        ,fr,51572
Hamza            ,fr,50437
HEDIA            ,fr,47876
Aaron Carter     ,fr,43767
OneRepublic      ,fr,43656
Jennifer Lopez   ,fr,43628
Louis Tomlinson  ,fr,43351
Vald             ,fr,43186
Fifth Harmony    ,fr,41389
Ed Sheeran       ,gb,316650531
Drake            ,gb,90480823
Post Malone      ,gb,67092540
DJ Khaled        ,gb,64115126
The Chainsmokers ,gb,56246918
Clean Bandit     ,gb,53986134
Luis Fonsi       ,gb,51840897
Calvin Harris    ,gb,51228722
Dua Lipa         ,gb,50839050
Little Mix       ,gb,49689617
French Montana   ,gb,48052880
Camila Cabello   ,gb,44304034
ZAYN             ,gb,40682664
Jax Jones        ,gb,37278188
Kendrick Lamar   ,gb,34987850
Jason Derulo     ,gb,34750284
Stormzy          ,gb,33077876
Sam Smith        ,gb,32783942
Jonas Blue       ,gb,32398042
Charlie Puth     ,gb,32334807
Rita Ora         ,gb,31827984
Liam Payne       ,gb,28611863
Kygo             ,gb,27931225
Maroon 5         ,gb,26943360
Shawn Mendes     ,gb,26724411
Martin Garrix    ,gb,25737598
Major Lazer      ,gb,25101342
Martin Jensen    ,gb,24489993
Avicii           ,gb,23407542
Rag'n'Bone Man   ,gb,22768548
Lil Uzi Vert     ,gb,22033260
J HUS            ,gb,21720788
Maggie Lindemann ,gb,21533447
J Balvin         ,gb,21452825
Zedd             ,gb,21289684
Marshmello       ,gb,20623430
The Weeknd       ,gb,19985788
Bruno Mars       ,gb,19459557
Niall Horan      ,gb,18816429
Ariana Grande    ,gb,18708937
Starley          ,gb,18502129
Sigala           ,gb,18487212
Selena Gomez     ,gb,17984986
Taylor Swift     ,gb,17959051
Demi Lovato      ,gb,17699258
Yungen           ,gb,17682675
Katy Perry       ,gb,17434386
Justin Bieber    ,gb,16709824
Logic            ,gb,16343806
Big Shaq         ,gb,15931481
David Guetta     ,gb,15684512
Future           ,gb,15506879
Eminem           ,gb,15471905
Julia Michaels   ,gb,15080819
CNCO             ,gb,14823234
JP Cooper        ,gb,14475718
Chris Brown      ,gb,13634634
Mabel            ,gb,13629260
James Arthur     ,gb,13550636
Martin Solveig   ,gb,13085620
Imagine Dragons  ,gb,12900794
P!nk             ,gb,12851738
Hailee Steinfeld ,gb,12782330
Cheat Codes      ,gb,12701729
NF               ,gb,12562449
Anne-Marie       ,gb,12457353
Stefflon Don     ,gb,12255828
Zara Larsson     ,gb,11707779
Rudimental       ,gb,11669423
Khalid           ,gb,11425908
Harry Styles     ,gb,11335897
Mariah Carey     ,gb,11278985
Louis Tomlinson  ,gb,11077417
Macklemore       ,gb,10931506
Steve Aoki       ,gb,10494484
Wham!            ,gb,10418323
Disciples        ,gb,9892266
MK               ,gb,9683701
Lorde            ,gb,9106972
CamelPhat        ,gb,9105443
The Vamps        ,gb,9080132
Michael Bublé   ,gb,9077907
Dave             ,gb,8868303
James Hype       ,gb,8849306
The Pogues       ,gb,8724346
Sean Paul        ,gb,8665180
Miley Cyrus      ,gb,8014947
NEIKED           ,gb,7589110
Band Aid         ,gb,7182459
Lil Pump         ,gb,7144004
ALMA             ,gb,7083659
Machine Gun Kelly,gb,6753863
Sage The Gemini  ,gb,6612387
Adele            ,gb,6468383
Robin Schulz     ,gb,6251446
Axwell /\ Ingross,gb,6123876
Brenda Lee       ,gb,6123123
Tinie Tempah     ,gb,6094981
Migos            ,gb,5992223
KYLE             ,gb,5990486
Tom Zanetti      ,gb,5970806
Lady Gaga        ,gb,5746195
Nevada           ,gb,5714544
The Script       ,gb,5276520
Elton John       ,gb,5265701
Shakin' Stevens  ,gb,5103481
John Legend      ,gb,4966525
Alessia Cara     ,gb,4951824
Craig David      ,gb,4788276
John Lennon      ,gb,4705161
Snakehips        ,gb,4482309
Fifth Harmony    ,gb,4274551
Rae Sremmurd     ,gb,4241975
Paul McCartney   ,gb,4219017
Galantis         ,gb,4213524
Wizzard          ,gb,4183474
XXXTENTACION     ,gb,4032592
Ramz             ,gb,4007421
Chris Rea        ,gb,3702674
21 Savage        ,gb,3682358
Bing Crosby      ,gb,3672495
Andy Williams    ,gb,3538066
Slade            ,gb,3496264
Charli XCX       ,gb,3301427
AJR              ,gb,3234151
G-Eazy           ,gb,3222823
Linkin Park      ,gb,3133528
Rak-Su           ,gb,3058194
Cardi B          ,gb,3046360
RAYE             ,gb,2942027
Kylie Minogue    ,gb,2749115
Paramore         ,gb,2728127
Portugal. The Man,gb,2645977
The Killers      ,gb,2622202
Leona Lewis      ,gb,2582503
Childish Gambino ,gb,2338511
Sia              ,gb,2081044
DJ Snake         ,gb,2007649
Louisa Johnson   ,gb,1809033
Oasis            ,gb,1801205
Bobby Helms      ,gb,1628225
N.E.R.D          ,gb,1529064
Boney M.         ,gb,1477681
Coldplay         ,gb,1465260
Liam Gallagher   ,gb,1456745
Artists for Grenf,gb,1440063
Pretenders       ,gb,1367287
Idina Menzel     ,gb,1358252
Chris & Kem      ,gb,1330745
John Gibbons     ,gb,1290250
Jona Lewie       ,gb,1287364
Kesha            ,gb,1268739
                 ,gb,1067049
Hardy Caprio     ,gb,1024480
Mud              ,gb,1017986
The Ronettes     ,gb,975838
The xx           ,gb,957746
Kelly Clarkson   ,gb,892743
Krept & Konan    ,gb,821000
Eartha Kitt      ,gb,775906
Nat King Cole    ,gb,755136
Darlene Love     ,gb,725520
Mykola Dmytrovych,gb,680956
Lana Del Rey     ,gb,646651
José Feliciano  ,gb,633573
Giggs            ,gb,631211
East 17          ,gb,610531
Michael Jackson  ,gb,566192
The Jackson 5    ,gb,513284
Destiny's Child  ,gb,484235
JAY Z            ,gb,410417
The Beach Boys   ,gb,354824
Chuck Berry      ,gb,351314
J. Cole          ,gb,327921
Cliff Richard    ,gb,323157
Greg Lake        ,gb,322909
Steel Banglez    ,gb,303335
Elvis Presley    ,gb,301534
Lily Allen       ,gb,279269
Frank Sinatra    ,gb,279051
"Earth, Wind & Fir",gb,236355
OutKast          ,gb,206381
Justin Timberlake,gb,197677
Twenty One Pilots,gb,169083
Anita Kerr Singer,gb,139343
The 1975         ,gb,129891
Fuse ODG         ,gb,117859
"Ray Parker, Jr.  ",gb,116426
Ed Sheeran       ,gr,868426
Post Malone      ,gr,523851
Camila Cabello   ,gr,346304
ZAYN             ,gr,341484
The Chainsmokers ,gr,300206
Maroon 5         ,gr,279048
The Weeknd       ,gr,273611
Imagine Dragons  ,gr,235727
Charlie Puth     ,gr,233724
Clean Bandit     ,gr,219330
G-Eazy           ,gr,217709
Dua Lipa         ,gr,207387
Selena Gomez     ,gr,196636
Luis Fonsi       ,gr,186564
Kygo             ,gr,184634
Kendrick Lamar   ,gr,181784
Lil Pump         ,gr,168486
French Montana   ,gr,164269
Sam Smith        ,gr,162646
Drake            ,gr,157950
Martin Garrix    ,gr,156425
Migos            ,gr,152492
Lil Uzi Vert     ,gr,150082
Marshmello       ,gr,136772
Eminem           ,gr,136226
Hailee Steinfeld ,gr,130877
21 Savage        ,gr,122263
Bebe Rexha       ,gr,121364
Shawn Mendes     ,gr,117063
NF               ,gr,113804
J Balvin         ,gr,111942
Jason Derulo     ,gr,109277
Avicii           ,gr,107253
Calvin Harris    ,gr,105750
Taylor Swift     ,gr,101232
DJ Khaled        ,gr,100877
Bruno Mars       ,gr,98830
Logic            ,gr,98095
Axwell /\ Ingross,gr,97733
Portugal. The Man,gr,89723
Starley          ,gr,88164
Demi Lovato      ,gr,86019
Major Lazer      ,gr,82772
Cardi B          ,gr,82590
Mariah Carey     ,gr,80870
Machine Gun Kelly,gr,78232
Alessia Cara     ,gr,77187
Big Shaq         ,gr,75303
Ariana Grande    ,gr,73014
Offset           ,gr,72480
Khalid           ,gr,71131
Julia Michaels   ,gr,70417
Rag'n'Bone Man   ,gr,70095
Jonas Blue       ,gr,68522
Rita Ora         ,gr,68113
James Arthur     ,gr,67367
Katy Perry       ,gr,62526
Future           ,gr,62521
Zedd             ,gr,62445
DJ Snake         ,gr,62178
Niall Horan      ,gr,60074
Steve Aoki       ,gr,59277
AJR              ,gr,59038
The Vamps        ,gr,57004
Martin Jensen    ,gr,56297
Wham!            ,gr,53228
Halsey           ,gr,52637
Shakira          ,gr,52583
Justin Bieber    ,gr,51269
Macklemore       ,gr,50935
P!nk             ,gr,50689
Jon Bellion      ,gr,49870
Liam Payne       ,gr,47278
Lorde            ,gr,46902
David Guetta     ,gr,44972
Rae Sremmurd     ,gr,44957
A$AP Ferg        ,gr,44552
CNCO             ,gr,43620
Lauv             ,gr,40166
Zara Larsson     ,gr,37632
BTS              ,gr,36585
Twenty One Pilots,gr,33415
Robin Schulz     ,gr,31413
OneRepublic      ,gr,30882
Alok             ,gr,30812
Brenda Lee       ,gr,30705
John Legend      ,gr,29977
KYLE             ,gr,29731
Petit Biscuit    ,gr,29222
Jax Jones        ,gr,28383
Sage The Gemini  ,gr,28218
Louis Tomlinson  ,gr,27252
Olivia Holt      ,gr,27198
Frank Sinatra    ,gr,25607
Andy Williams    ,gr,23570
Gucci Mane       ,gr,22988
Maggie Lindemann ,gr,22835
Harry Styles     ,gr,22647
Big Sean         ,gr,22006
XXXTENTACION     ,gr,21181
Snakehips        ,gr,21071
Cheat Codes      ,gr,20596
Nikos Ikonomopoul,gr,18710
Band Aid         ,gr,18622
JP Cooper        ,gr,16877
Miley Cyrus      ,gr,15915
Famous Dex       ,gr,15796
Sia              ,gr,15031
Anitta           ,gr,14994
Travis Scott     ,gr,13385
Lana Del Rey     ,gr,13136
Lady Gaga        ,gr,12947
Aaron Carter     ,gr,11746
Anita Kerr Singer,gr,10626
Fifth Harmony    ,gr,10595
Rihanna          ,gr,9324
Bing Crosby      ,gr,9262
Cashmere Cat     ,gr,9077
Skrillex         ,gr,9070
Marina Satti     ,gr,8854
Enrique Iglesias ,gr,8615
Stanaj           ,gr,8345
Huncho Jack      ,gr,8095
Kiiara           ,gr,7390
Kodak Black      ,gr,7077
Lord Huron       ,gr,7029
Childish Gambino ,gr,6604
Hearts & Colors  ,gr,6438
Desiigner        ,gr,6279
Little Mix       ,gr,6012
Moon Taxi        ,gr,5793
Bobby Helms      ,gr,5700
Isaiah           ,gr,5129
Padelis Padelidis,gr,4527
Chris Brown      ,gr,4141
John Lennon      ,gr,3837
Michael Bublé   ,gr,3795
Perry Como       ,gr,3762
Burl Ives        ,gr,3721
Konstantinos Argi,gr,3671
Nevada           ,gr,3667
Mike Posner      ,gr,3288
Shawn Hook       ,gr,3120
Marcus & Martinus,gr,2896
Flo Rida         ,gr,2538
Ryan Gosling     ,gr,2507
A R I Z O N A    ,gr,2450
DVBBS            ,gr,2293
Justin Timberlake,gr,2245
Mykola Dmytrovych,gr,1880
Chris Rea        ,gr,1783
Kristian Kostov  ,gr,1766
Diplo            ,gr,1696
Vangelis Kakourio,gr,1674
JJ Hannon        ,gr,1602
Nicki Minaj      ,gr,1598
Vice             ,gr,1514
J Balvin         ,gt,2946151
Ozuna            ,gt,2556121
Wisin            ,gt,1490780
Danny Ocean      ,gt,1486266
Maluma           ,gt,1443764
Luis Fonsi       ,gt,1335219
Piso 21          ,gt,1325653
CNCO             ,gt,1233200
Nicky Jam        ,gt,1144689
Farruko          ,gt,1101666
Manuel Turizo    ,gt,1060655
Daddy Yankee     ,gt,985070
Ed Sheeran       ,gt,979994
Zion & Lennox    ,gt,961969
Chris Jeday      ,gt,948657
Nacho            ,gt,910276
Yandel           ,gt,877927
Anuel Aa         ,gt,849905
Shakira          ,gt,817991
Bad Bunny        ,gt,800075
Sebastian Yatra  ,gt,763618
Carlos Vives     ,gt,744581
Becky G          ,gt,634358
Alex Sensation   ,gt,622529
Natti Natasha    ,gt,620986
Romeo Santos     ,gt,612721
The Chainsmokers ,gt,579127
Joey Montana     ,gt,446993
Don Omar         ,gt,396486
Maroon 5         ,gt,389027
Martin Garrix    ,gt,386268
Enrique Iglesias ,gt,360807
Abraham Mateo    ,gt,356648
Jesse & Joy      ,gt,310887
Dua Lipa         ,gt,309929
IAmChino         ,gt,287822
Pitbull          ,gt,285906
Christian Nodal  ,gt,273912
Calvin Harris    ,gt,267906
DJ Snake         ,gt,248363
Post Malone      ,gt,244365
The Weeknd       ,gt,236958
Bruno Mars       ,gt,231774
Kygo             ,gt,229965
Camila Cabello   ,gt,228486
Karol G          ,gt,222582
Reik             ,gt,211100
Cali Y El Dandee ,gt,185653
Ricky Martin     ,gt,179295
ZAYN             ,gt,177785
Valentino        ,gt,162416
Charlie Puth     ,gt,158143
David Guetta     ,gt,154039
Xantos           ,gt,146386
DJ Khaled        ,gt,145442
Jason Derulo     ,gt,138415
Sam Smith        ,gt,135331
Selena Gomez     ,gt,133173
Felipe Peláez   ,gt,121571
Anitta           ,gt,119472
Charly Black     ,gt,112981
De La Ghetto     ,gt,112979
Zedd             ,gt,111903
Clean Bandit     ,gt,110664
Ricardo Arjona   ,gt,106003
Chino & Nacho    ,gt,99835
Drake            ,gt,71294
Taylor Swift     ,gt,70053
Justin Bieber    ,gt,62558
Katy Perry       ,gt,59942
Major Lazer      ,gt,56432
Wolfine          ,gt,56074
Shawn Mendes     ,gt,54956
Juan Magán      ,gt,54737
Miley Cyrus      ,gt,53077
Mike Posner      ,gt,45435
Ariana Grande    ,gt,44962
Imagine Dragons  ,gt,44854
Steve Aoki       ,gt,44557
Maite Perroni    ,gt,41192
Twenty One Pilots,gt,36368
Alejandro Fernand,gt,23871
DJ Jonathan      ,gt,23442
Harry Styles     ,gt,21335
MC Fioti         ,gt,18945
Prince Royce     ,gt,15705
Sia              ,gt,11405
Demi Lovato      ,gt,9048
                 ,gt,7929
José Feliciano  ,gt,4606
Mariah Carey     ,gt,3669
Wham!            ,gt,3366
Banda Sinaloense ,gt,3078
Linkin Park      ,gt,3046
Ed Sheeran       ,hk,4480212
The Chainsmokers ,hk,4360774
Charlie Puth     ,hk,2454495
Luis Fonsi       ,hk,2059802
Dear Jane        ,hk,1888154
Kygo             ,hk,1524926
Charmaine Fong   ,hk,1505482
Clean Bandit     ,hk,1491481
DJ Khaled        ,hk,1481703
Imagine Dragons  ,hk,1437178
Martin Garrix    ,hk,1377125
Calvin Harris    ,hk,1236133
ZAYN             ,hk,1169920
Zedd             ,hk,1114498
Maroon 5         ,hk,1094974
ToNick           ,hk,1079140
Bruno Mars       ,hk,1056373
Camila Cabello   ,hk,1029051
Shawn Mendes     ,hk,932196
Selena Gomez     ,hk,908382
Liam Payne       ,hk,880948
David Guetta     ,hk,877484
Janice Vidal     ,hk,828946
Jonas Blue       ,hk,817774
Taylor Swift     ,hk,768014
Supper Moment    ,hk,753581
Niall Horan      ,hk,707899
Hailee Steinfeld ,hk,692536
Maggie Lindemann ,hk,625417
Avicii           ,hk,607480
Cheat Codes      ,hk,593526
The Weeknd       ,hk,579987
Rita Ora         ,hk,574039
Dua Lipa         ,hk,568980
Major Lazer      ,hk,561387
Demi Lovato      ,hk,555420
Lauv             ,hk,551336
French Montana   ,hk,546585
Julia Michaels   ,hk,526377
Sam Smith        ,hk,523742
Louis Tomlinson  ,hk,523139
Alan Walker      ,hk,510301
Kendrick Lamar   ,hk,483469
Halsey           ,hk,475696
James Arthur     ,hk,452646
Logic            ,hk,439466
Starley          ,hk,426994
Drake            ,hk,422409
Marshmello       ,hk,419631
Post Malone      ,hk,413372
Justin Bieber    ,hk,381389
Alessia Cara     ,hk,364915
JW               ,hk,357703
Khalid           ,hk,356654
Macklemore       ,hk,354250
Jason Derulo     ,hk,349843
BTS              ,hk,341240
G-Eazy           ,hk,326503
Jay Chou         ,hk,323359
J Balvin         ,hk,321466
Martin Jensen    ,hk,318068
BLACKPINK        ,hk,316340
Harry Styles     ,hk,308366
Lady Gaga        ,hk,305977
Katy Perry       ,hk,301692
Future           ,hk,278308
Lil Uzi Vert     ,hk,272185
Jason Chan       ,hk,267566
Linkin Park      ,hk,250789
Joker Xue        ,hk,241250
P!nk             ,hk,238120
Machine Gun Kelly,hk,234513
The Vamps        ,hk,230538
DJ Snake         ,hk,221315
OneRepublic      ,hk,217339
Steve Aoki       ,hk,213896
